bloodmeal_id,locus_count,est_noc,match,human_id,log10_lr,notes,thresh_low
M01_0413,9,1,yes,M01_5,8.96,passed all filters,8
S09_00063,0,0,no,NA,NA,all log10LRs NA or Inf;no peaks above threshold,NA
K05_00205,9,1,yes,K05_6,8.37,passed all filters,7.5
S09_00068,0,0,no,NA,NA,all log10LRs NA or Inf;no peaks above threshold,NA
S11_00029,1,1,no,NA,NA,all log10LRs NA or Inf;euroformix error;no shared alleles,NA
K05_00148,9,1,yes,K05_3,8.82,passed all filters,8
K07_00126,0,0,no,NA,NA,all log10LRs NA or Inf;no peaks above threshold,NA
M01_00370,9,1,yes,M01_5,8.96,passed all filters,8
M16_00336,9,1,yes,M16_8,9.02,passed all filters,8.5
L18_00005,9,2,yes,L18_2,9.02,passed all filters,8.5
L05_00033,9,1,yes,L05_6,8.54,passed all filters,8
K03_00093,0,0,no,NA,NA,all log10LRs NA or Inf;no peaks above threshold,NA
N13_00005,9,1,yes,N13_5,8.6,passed all filters,8
M18_00003,0,0,no,NA,NA,all log10LRs NA or Inf;no peaks above threshold,NA
K01_00164,0,0,no,NA,NA,all log10LRs NA or Inf;no peaks above threshold,NA
M09_00349,9,2,yes,M09_8,10,passed all filters,9.5
M01_00396,9,2,no,NA,NA,> min NOC matches,6.5
L07_00001,0,0,no,NA,NA,all log10LRs NA or Inf;no peaks above threshold,NA
L09_00016,9,1,yes,L09_3,7.72,passed all filters,7
M07_00427,0,0,no,NA,NA,all log10LRs NA or Inf;no peaks above threshold,NA
S10_00088,0,0,no,NA,NA,all log10LRs NA or Inf;no peaks above threshold,NA
M05_00144,7,1,no,NA,NA,all log10LRs < 1.5,NA
M06_00133,0,0,no,NA,NA,all log10LRs NA or Inf;no peaks above threshold,NA
M07_0477,9,1,yes,M07_2,10.19,passed all filters,9.5
N04_00012,9,1,yes,N04_3,8.1,passed all filters,7.5
M16_00161,9,1,yes,M16_3,10.59,passed all filters,10
M06_0224,9,1,yes,M06_2,9.91,passed all filters,9
S10_00047,9,1,yes,S10_8,9.8,passed all filters,9
M09_00316,9,2,yes,M09_3,9.71,passed all filters,9
S10_00044,9,1,yes,S10_7,9,passed all filters,8.5
S09_00050,9,1,no,NA,NA,all log10LRs < 1.5,NA
K05_00232,9,1,yes,K05_5,8.51,passed all filters,8
K15_00031,9,1,yes,K15_1,8.69,passed all filters,8
M09_00317,9,1,no,NA,NA,all log10LRs < 1.5,NA
M17_00038,0,0,no,NA,NA,all log10LRs NA or Inf;no peaks above threshold,NA
S02_00067,9,1,yes,S02_7,8.1,passed all filters,7.5
K13_00137,3,1,no,NA,NA,all log10LRs NA or Inf,NA
M09_00344,9,1,no,NA,NA,all log10LRs < 1.5,NA
M17_00090,9,1,yes,M17_4,9.25,passed all filters,8.5
N08_00032,9,1,yes,N08_3,11.46,passed all filters,10.5
K10_00106,0,0,no,NA,NA,all log10LRs NA or Inf;no peaks above threshold,NA
M03_0152,0,0,no,NA,NA,all log10LRs NA or Inf;no peaks above threshold,NA
M09_00335,4,1,no,NA,NA,all log10LRs < 1.5,NA
L05_00018,9,1,yes,L14_1,9.31,passed all filters,8.5
K09_00055,0,0,no,NA,NA,all log10LRs NA or Inf;no peaks above threshold,NA
M07_0470,9,1,yes,M07_2,10.19,passed all filters,9.5
K13_00155,3,1,no,NA,NA,> min NOC matches,8
M03_00107,9,1,yes,M03_1,8.45,passed all filters,7.5
M09_0381,9,1,yes,M09_4,9.13,passed all filters,8.5
M09_0356,2,1,no,NA,NA,all log10LRs NA or Inf;euroformix error;no shared alleles,NA
S10_00038,0,0,no,NA,NA,all log10LRs NA or Inf;no peaks above threshold,NA
M03_00185,9,1,yes,M03_1,8.45,passed all filters,7.5
M05_00095,9,1,yes,M05_3,9.78,passed all filters,9
S10_00087,0,0,no,NA,NA,all log10LRs NA or Inf;no peaks above threshold,NA
M16_00197,9,1,yes,M16_5,8.49,passed all filters,7.5
M17_00182,9,1,yes,M17_4,9.25,passed all filters,8.5
M09_0362,0,0,no,NA,NA,all log10LRs NA or Inf;no peaks above threshold,NA
K15_00055,9,1,yes,K15_4,8.07,passed all filters,7.5
S16_00010,9,1,yes,S16_5,10.55,passed all filters,10
M16_00160,9,1,yes,M16_3,10.59,passed all filters,10
S02_00113,9,2,yes,S02_4,7.59,passed all filters,7
L01_00006,0,0,no,NA,NA,all log10LRs NA or Inf;no peaks above threshold,NA
K13_00164,0,0,no,NA,NA,all log10LRs NA or Inf;no peaks above threshold,NA
S10_00083,0,0,no,NA,NA,all log10LRs NA or Inf;no peaks above threshold,NA
K01_00108,0,0,no,NA,NA,all log10LRs NA or Inf;no peaks above threshold,NA
M16_00165,9,1,yes,M16_3,10.59,passed all filters,10
S02_00107,9,1,yes,S02_4,9.92,passed all filters,9
M17_00138,0,0,no,NA,NA,all log10LRs NA or Inf;no peaks above threshold,NA
K13_00183,9,2,yes,K13_15-K16_3,7.91,passed all filters,7
M16_00357,9,1,yes,M16_4,9.23,passed all filters,8.5
S14_00017,9,1,yes,S14_2,9.68,passed all filters,9
M17_00065,9,1,yes,M17_4,9.25,passed all filters,8.5
K02_00124,9,1,yes,K02_5,8.91,passed all filters,8
M09_00478,9,1,yes,M09_7,9.58,passed all filters,9
M17_00132,0,0,no,NA,NA,all log10LRs NA or Inf;no peaks above threshold,NA
M01_00195,9,1,yes,M01_6,9.61,passed all filters,9
S02_00099,9,1,yes,S02_4,9.87,passed all filters,9
M17_00035,9,1,yes,M17_3,10.38,passed all filters,9.5
M01_00161,9,1,yes,M01_4,9.58,passed all filters,9
K15_00023,9,1,yes,K15_3,2.64,passed all filters,2
M17_00150,0,0,no,NA,NA,all log10LRs NA or Inf;no peaks above threshold,NA
M07_0579,9,1,yes,M07_2,10.19,passed all filters,9.5
M09_00541,0,0,no,NA,NA,all log10LRs NA or Inf;no peaks above threshold,NA
M17_00149,0,0,no,NA,NA,all log10LRs NA or Inf;no peaks above threshold,NA
K13_00078,0,0,no,NA,NA,all log10LRs NA or Inf;no peaks above threshold,NA
L12_00021,0,0,no,NA,NA,all log10LRs NA or Inf;no peaks above threshold,NA
M01_00398,9,1,yes,M01_5,8.96,passed all filters,8
M07_0480,9,1,yes,M07_1,10.64,passed all filters,10
S04_00093,9,2,yes,S04_8,3.26,passed all filters,2.5
S04_00093,9,2,yes,S04_12,8.14,passed all filters,2.5
K02_00206,0,0,no,NA,NA,all log10LRs NA or Inf;no peaks above threshold,NA
K12_00146,0,0,no,NA,NA,all log10LRs NA or Inf;no peaks above threshold,NA
L05_00019,9,1,yes,L05_7,7.85,passed all filters,7
S02_00124,9,2,yes,S02_3,8.73,passed all filters,4
S02_00124,9,2,yes,S02_5,4.78,passed all filters,4
K05_00194,0,0,no,NA,NA,all log10LRs NA or Inf;no peaks above threshold,NA
S05_00046,9,1,yes,S05_5,10.21,passed all filters,9.5
M05_00139,9,1,yes,M05_3,9.78,passed all filters,9
K05_00203,9,1,yes,K05_4,10.12,passed all filters,9.5
M01_00356,9,1,yes,M01_5,8.96,passed all filters,8
N13_00024,0,0,no,NA,NA,all log10LRs NA or Inf;no peaks above threshold,NA
M09_0396,9,1,yes,M14_6,7.36,passed all filters,6.5
N15_00030,9,1,yes,N15_3,8.6,passed all filters,8
K05_00145,9,1,yes,K05_3,8.82,passed all filters,8
K14_00076,0,0,no,NA,NA,all log10LRs NA or Inf;no peaks above threshold,NA
K05_00213,9,1,yes,K05_3,8.82,passed all filters,8
L09_00017,9,1,yes,L09_9,10.97,passed all filters,10
M03_00108,9,2,yes,M03_2,8.13,passed all filters,6
M03_00108,9,2,yes,M03_3,6.68,passed all filters,6
M09_00346,9,1,no,NA,NA,all log10LRs < 1.5,NA
K05_00233,0,0,no,NA,NA,all log10LRs NA or Inf;no peaks above threshold,NA
M17_00115,9,1,yes,M17_4,9.25,passed all filters,8.5
L02_00047,9,2,no,NA,NA,all log10LRs < 1.5,NA
S04_00075,9,1,yes,S04_1,9.4,passed all filters,8.5
L08_00027,9,1,yes,L08_6,8.46,passed all filters,7.5
K11_00039,1,1,no,NA,NA,all log10LRs NA or Inf;no shared alleles;euroformix error,NA
M17_00073,9,1,yes,M17_4,9.25,passed all filters,8.5
S14_00021,9,1,yes,S14_4,7.39,passed all filters,6.5
K01_00120,9,2,yes,K01_4,8.21,passed all filters,7.5
M07_00443,9,1,yes,M07_7,13.51,passed all filters,13
M16_00162,7,1,yes,M16_3,4.86,passed all filters,4
M17_00114,9,1,yes,M17_4,9.25,passed all filters,8.5
S08_00033,9,1,yes,S08_7,11.16,passed all filters,10.5
K02_00133,9,2,yes,K02_8,4.17,passed all filters,3.5
K02_00133,9,2,yes,K02_13,6.38,passed all filters,3.5
M09_0368,3,1,no,NA,NA,all log10LRs NA or Inf,NA
K02_00220,0,0,no,NA,NA,all log10LRs NA or Inf;no peaks above threshold,NA
K03_00102,0,0,no,NA,NA,all log10LRs NA or Inf;no peaks above threshold,NA
M09_0372,9,1,yes,M09_8,10.06,passed all filters,9.5
S05_00044,9,1,yes,S05_9,8.42,passed all filters,7.5
L08_00028,9,2,yes,L08_7,13.39,passed all filters,12.5
M03_0154,0,0,no,NA,NA,all log10LRs NA or Inf;no peaks above threshold,NA
M07_00445,0,0,no,NA,NA,all log10LRs NA or Inf;no peaks above threshold,NA
S14_00068,0,0,no,NA,NA,all log10LRs NA or Inf;no peaks above threshold,NA
M16_00234,0,0,no,NA,NA,all log10LRs NA or Inf;no peaks above threshold,NA
M17_00135,1,1,no,NA,NA,all log10LRs NA or Inf;no shared alleles;euroformix error,NA
N13_00043,9,1,yes,N13_5,8.6,passed all filters,8
S04_00087,9,1,yes,S04_6,7.56,passed all filters,7
S02_00086,9,2,yes,S02_4,7.46,passed all filters,6.5
L18_00020,9,1,yes,L18_6,8.94,passed all filters,8
M09_0397,9,2,yes,M09_4,5.2,passed all filters,4.5
M09_0397,9,2,yes,M09_12,8.59,passed all filters,4.5
M09_XX354,9,1,yes,M09_7,9.58,passed all filters,9
M16_00264,9,1,yes,M16_4,9.23,passed all filters,8.5
M07_0516,9,1,no,NA,NA,all log10LRs < 1.5,NA
N04_00008,9,1,yes,N04_3,8.1,passed all filters,7.5
K12_00100,9,1,yes,K12_7-K14_4,8.54,passed all filters,8
K12_00135,2,1,no,NA,NA,all log10LRs NA or Inf,NA
M09_0444,6,1,no,NA,NA,> min NOC matches,3
K09_00062,0,0,no,NA,NA,all log10LRs NA or Inf;no peaks above threshold,NA
M07_00410,0,0,no,NA,NA,all log10LRs NA or Inf;no peaks above threshold,NA
M09_00323,0,0,no,NA,NA,all log10LRs NA or Inf;no peaks above threshold,NA
M09_0367,9,1,yes,M09_7,9.58,passed all filters,9
M13_00165,0,0,no,NA,NA,all log10LRs NA or Inf;no peaks above threshold,NA
K17_00003,9,1,yes,K17_1,8.14,passed all filters,7.5
M09_0438,9,2,yes,M09_3,5.96,passed all filters,5
M09_00464,0,0,no,NA,NA,all log10LRs NA or Inf;no peaks above threshold,NA
M09_0373,9,1,yes,M09_7,9.58,passed all filters,9
M09_0445,0,0,no,NA,NA,all log10LRs NA or Inf;no peaks above threshold,NA
L02_00005,9,1,yes,L02_5,9.94,passed all filters,9
S04_00114,9,1,no,NA,NA,all log10LRs < 1.5,NA
M09_0442,9,1,yes,M09_4,9.13,passed all filters,8.5
M09_00462,4,2,yes,N09_1,9.68,passed all filters,9
K10_00101,0,0,no,NA,NA,all log10LRs NA or Inf;no peaks above threshold,NA
M03_0153,0,0,no,NA,NA,all log10LRs NA or Inf;no peaks above threshold,NA
M09_00485,9,2,yes,N03_3,8.96,passed all filters,1
M09_00485,9,2,yes,N11_6,1.72,passed all filters,1
K07_00094,9,1,yes,K07_11,10.3,passed all filters,9.5
K05_00193,9,1,yes,K05_4,10.12,passed all filters,9.5
N04_00011,9,1,yes,N04_6,8.7,passed all filters,8
S09_00064,9,1,yes,S09_5,8.73,passed all filters,8
K02_00122,9,1,yes,K02_6,7.77,passed all filters,7
M01_0414,0,0,no,NA,NA,all log10LRs NA or Inf;no peaks above threshold,NA
S02_00109,9,1,yes,S02_4,9.92,passed all filters,9
K01_00129,9,1,yes,K01_5,9.16,passed all filters,8.5
M09_00479,9,2,yes,M09_7,9.1,passed all filters,5.5
M09_00479,9,2,yes,M09_13,6.26,passed all filters,5.5
M01_00347,9,1,yes,M01_6,9.61,passed all filters,9
S09_00075,9,1,yes,S09_1,9.8,passed all filters,9
S14_00064,0,0,no,NA,NA,all log10LRs NA or Inf;no peaks above threshold,NA
S02_00108,9,1,yes,S02_4,9.92,passed all filters,9
K10_00107,0,0,no,NA,NA,all log10LRs NA or Inf;no peaks above threshold,NA
S13_00022,9,2,yes,S13_3,8.66,passed all filters,4
S13_00022,9,2,yes,S13_5,4.61,passed all filters,4
K04_00025,9,2,yes,K04_2,7.24,passed all filters,6.5
K04_00025,9,2,yes,K04_5,7.1,passed all filters,6.5
K13_00180,9,2,yes,K13_3,9.92,passed all filters,9
M16_00242,0,0,no,NA,NA,all log10LRs NA or Inf;no peaks above threshold,NA
S10_00095,0,0,no,NA,NA,all log10LRs NA or Inf;no peaks above threshold,NA
K10_00096,0,0,no,NA,NA,all log10LRs NA or Inf;no peaks above threshold,NA
S04_00108,9,1,yes,S04_6,7.55,passed all filters,7
K02_00157,0,0,no,NA,NA,all log10LRs NA or Inf;no peaks above threshold,NA
M09_00345,9,1,yes,M14_6,7.36,passed all filters,6.5
K13_00130,9,1,yes,K13_3,10.07,passed all filters,9.5
S02_00116,9,1,yes,S02_7,8.1,passed all filters,7.5
L19_00001,9,1,yes,L19_1,9.46,passed all filters,8.5
M17_00133,0,0,no,NA,NA,all log10LRs NA or Inf;no peaks above threshold,NA
N16_00001,0,0,no,NA,NA,all log10LRs NA or Inf;no peaks above threshold,NA
N15_00015,9,1,yes,N15_3,8.6,passed all filters,8
S05_00039,9,1,yes,S05_3,9.39,passed all filters,8.5
M09_00313,9,1,yes,M09_13,10.29,passed all filters,9.5
K02_00144,9,1,yes,K02_6,7.77,passed all filters,7
M07_0542,9,1,yes,M07_10,10.11,passed all filters,9.5
L04_00010,9,1,yes,L04_3,8.64,passed all filters,8
M09_00463,9,2,yes,M09_4,8.44,passed all filters,7.5
S04_00113,9,1,yes,S04_8,10.32,passed all filters,9.5
M01_0417,0,0,no,NA,NA,all log10LRs NA or Inf;no peaks above threshold,NA
M01_00344,9,1,yes,M01_1,9.96,passed all filters,9
M16_00233,0,0,no,NA,NA,all log10LRs NA or Inf;no peaks above threshold,NA
K10_00102,9,3,no,NA,NA,> min NOC matches,1
M17_00148,0,0,no,NA,NA,all log10LRs NA or Inf;no peaks above threshold,NA
L01_00008,9,1,yes,L01_1,9.68,passed all filters,9
M17_00107,9,1,yes,M17_4,9.25,passed all filters,8.5
M17_00066,0,0,no,NA,NA,all log10LRs NA or Inf;no peaks above threshold,NA
N15_00005,4,1,no,NA,NA,all log10LRs NA or Inf,NA
K09_00044,9,1,no,NA,NA,all log10LRs < 1.5,NA
K15_00054,9,1,yes,K15_3,9.09,passed all filters,8.5
L04_00012,6,1,no,NA,NA,all log10LRs < 1.5,NA
M09_00328,9,3,yes,N15_3,4.81,passed all filters,4
M09_00328,9,3,yes,M09_8,6.7,passed all filters,4
K15_00030,9,1,yes,K15_1,8.69,passed all filters,8
L02_00006,9,1,yes,L02_5,9.94,passed all filters,9
M17_00144,3,1,no,NA,NA,all log10LRs NA or Inf,NA
M17_00092,9,1,yes,M17_4,9.25,passed all filters,8.5
S04_00085,9,1,yes,S04_4,9.02,passed all filters,8.5
M09_00507,2,1,no,NA,NA,all log10LRs NA or Inf;no shared alleles;euroformix error,NA
K05_00210,0,0,no,NA,NA,all log10LRs NA or Inf;no peaks above threshold,NA
M03_00144,2,1,no,NA,NA,all log10LRs NA or Inf;no shared alleles;euroformix error,NA
M17_00120,9,1,yes,M17_4,9.25,passed all filters,8.5
N13_00037,9,1,yes,N13_5,8.6,passed all filters,8
S02_00091,9,1,yes,S02_7,8.1,passed all filters,7.5
M01_00373,3,1,no,NA,NA,all log10LRs NA or Inf,NA
K05_00329,9,2,yes,K05_4,10.12,passed all filters,2
K05_00329,9,2,yes,K05_5,2.54,passed all filters,2
M16_00185,9,1,yes,M16_4,9.23,passed all filters,8.5
M07_00407,9,1,no,NA,NA,all log10LRs < 1.5,NA
S14_00060,9,1,yes,S14_4,7.39,passed all filters,6.5
S01_00126,0,0,no,NA,NA,all log10LRs NA or Inf;no peaks above threshold,NA
K12_00172,9,1,yes,K12_4,9.34,passed all filters,8.5
K05_00234,9,1,yes,K05_5,8.51,passed all filters,8
M01_0401,9,1,yes,M01_5,8.96,passed all filters,8
M07_0575,9,1,yes,M07_10,10.11,passed all filters,9.5
M09_0371,9,1,yes,M09_8,10.06,passed all filters,9.5
L05_00030,9,1,yes,L05_5,9.65,passed all filters,9
N15_00039,9,1,yes,N15_5,9,passed all filters,8.5
S04_00095,9,2,yes,S04_8,5.87,passed all filters,5
M09_0370,9,1,yes,M09_7,9.58,passed all filters,9
S01_00122,0,0,no,NA,NA,all log10LRs NA or Inf;no peaks above threshold,NA
S10_00089,0,0,no,NA,NA,all log10LRs NA or Inf;no peaks above threshold,NA
K13_00131,4,1,no,NA,NA,all log10LRs < 1.5,NA
L16_00028,1,1,no,NA,NA,all log10LRs NA or Inf;euroformix error;no shared alleles,NA
S10_00105,0,0,no,NA,NA,all log10LRs NA or Inf;no peaks above threshold,NA
K13_00157,3,1,no,NA,NA,> min NOC matches,9.5
M03_00114,0,0,no,NA,NA,all log10LRs NA or Inf;no peaks above threshold,NA
N08_00004,6,1,no,NA,NA,all log10LRs < 1.5,NA
M07_00448,9,1,yes,M07_7,10.13,passed all filters,9.5
S02_00066,0,0,no,NA,NA,all log10LRs NA or Inf;no peaks above threshold,NA
S02_00097,0,0,no,NA,NA,all log10LRs NA or Inf;no peaks above threshold,NA
M17_00181,0,0,no,NA,NA,all log10LRs NA or Inf;no peaks above threshold,NA
S04_00092,9,1,no,NA,NA,all log10LRs < 1.5,NA
K13_00217,0,0,no,NA,NA,all log10LRs NA or Inf;no peaks above threshold,NA
M14_00123,9,1,yes,M14_6,7.36,passed all filters,6.5
K01_00199,0,0,no,NA,NA,all log10LRs NA or Inf;no peaks above threshold,NA
K16_00016,0,0,no,NA,NA,all log10LRs NA or Inf;no peaks above threshold,NA
K03_00092,0,0,no,NA,NA,all log10LRs NA or Inf;no peaks above threshold,NA
S08_00042,0,0,no,NA,NA,all log10LRs NA or Inf;no peaks above threshold,NA
S09_00061,9,1,yes,S09_5,8.73,passed all filters,8
S04_00126,0,0,no,NA,NA,all log10LRs NA or Inf;no peaks above threshold,NA
K13_00156,0,0,no,NA,NA,all log10LRs NA or Inf;no peaks above threshold,NA
M17_00105,9,1,yes,M17_4,9.25,passed all filters,8.5
K05_00177,9,2,yes,K05_1,4.16,passed all filters,3.5
K05_00177,9,2,yes,K05_7,9.82,passed all filters,3.5
M16_00329,9,1,yes,M16_4,9.23,passed all filters,8.5
M01_00339,9,1,yes,M01_3,9.88,passed all filters,9
M17_00110,9,1,yes,M17_1,9.12,passed all filters,8.5
K02_00134,9,1,yes,K02_7,8.8,passed all filters,8
K11_00077,9,1,yes,K11_5-K13_12,10.97,passed all filters,10
M06_0204,0,0,no,NA,NA,all log10LRs NA or Inf;no peaks above threshold,NA
M09_00486,9,1,yes,M09_4,9.13,passed all filters,8.5
M17_00098,9,1,yes,M17_4,9.25,passed all filters,8.5
K02_00209,9,1,no,NA,NA,all log10LRs < 1.5,NA
N08_00021,9,1,yes,N08_3,11.46,passed all filters,10.5
M16_00346,9,1,yes,M16_8,9.02,passed all filters,8.5
S06_00054,9,1,yes,S06_6,8.23,passed all filters,7.5
M16_00147,9,1,yes,M16_6,10.82,passed all filters,10
L12_00022,9,1,yes,L12_3,9.34,passed all filters,8.5
S04_00099,9,2,yes,S04_6,6.43,passed all filters,5.5
S04_00099,9,2,yes,S04_8,7.9,passed all filters,5.5
L08_00020,9,2,yes,L08_6,6.71,passed all filters,6
L08_00020,9,2,yes,L08_9,8.57,passed all filters,6
K01_00163,0,0,no,NA,NA,all log10LRs NA or Inf;no peaks above threshold,NA
M16_00324,9,1,yes,M16_8,9.02,passed all filters,8.5
S01_00104,0,0,no,NA,NA,all log10LRs NA or Inf;no peaks above threshold,NA
S10_00101,0,0,no,NA,NA,all log10LRs NA or Inf;no peaks above threshold,NA
M13_00150,9,1,yes,M13_18,10.6,passed all filters,10
M01_00388,9,1,yes,M01_5,8.96,passed all filters,8
L18_00010,9,1,no,NA,NA,all log10LRs < 1.5,NA
K09_00063,0,0,no,NA,NA,all log10LRs NA or Inf;no peaks above threshold,NA
K04_00053,9,1,yes,K04_1,9.91,passed all filters,9
K10_00100,7,1,no,NA,NA,all log10LRs NA or Inf,NA
N03_00001,0,0,no,NA,NA,all log10LRs NA or Inf;no peaks above threshold,NA
M07_00422,9,1,yes,M07_7,13.51,passed all filters,13
M07_0581,9,1,no,NA,NA,all log10LRs < 1.5,NA
M09_0359,0,0,no,NA,NA,all log10LRs NA or Inf;no peaks above threshold,NA
S02_00073,8,2,no,NA,NA,all log10LRs NA or Inf,NA
L03_00005,0,0,no,NA,NA,all log10LRs NA or Inf;no peaks above threshold,NA
M09_0439,9,1,yes,M09_5,9.93,passed all filters,9
K12_00142,0,0,no,NA,NA,all log10LRs NA or Inf;no peaks above threshold,NA
S16_00043,9,1,yes,S16_3,10.46,passed all filters,9.5
L16_00020,2,1,no,NA,NA,all log10LRs NA or Inf;euroformix error;no shared alleles,NA
M06_0188,9,1,yes,M06_1,10.08,passed all filters,9.5
S04_00094,9,1,yes,S04_8,10.32,passed all filters,9.5
S02_00106,9,1,yes,S02_4,9.92,passed all filters,9
K02_00229,0,0,no,NA,NA,all log10LRs NA or Inf;no peaks above threshold,NA
K05_00173,9,2,yes,K05_1,9.79,passed all filters,9
M05_00152,9,1,no,NA,NA,all log10LRs < 1.5,NA
K13_00232,9,1,yes,K16_5,9.65,passed all filters,9
